title,viewCount,publishedAt,thumbnails,comments
Block Toxicity Today! 🌟 #munibamazari #aspiretoinspire #dailymotivation,21747,2023-02-03T11:00:00Z,"{'default': {'url': 'https://i.ytimg.com/vi/-ER0bCT7Yxs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/-ER0bCT7Yxs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/-ER0bCT7Yxs/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/-ER0bCT7Yxs/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/-ER0bCT7Yxs/maxresdefault.jpg', 'width': 1280, 'height': 720}}","😍🤩😊👍; ❤❤❤❤❤❤; GIDAR CHAHY JITNI MARZI KoSHISH
KR LEN FATAH To EIK NA EIK DIN SHEIR KI Hi HoTI H 
JB ALLAH PAK RABUL IJAT 
APNY SATH H PHIR KESA GUM 
KYA FIKAR; Ok; Mam how can we block on workplace; Exactly ma'am I love u❤; Rightfully said dear sister ❤❤❤; Actually, even can be life we're changed into a toxic but butterly you're wrds can be healing on move away by an toxic off!! In butterly of a mindset people's life forever; Thank you for sharing it, Ma'am. 
And yes, we need to remove toxic people and thoughts from our life. 
It brings us peace and makes living beautiful.
🙏.; My ma'am I want to meet you ۔how I can meet with you ۔my very very desire ❤️❤️; What if those toxic people are our parents? 💔 😢 😢 😭😭; 👍; Thank you for your words of motivation.I really need this right now.,Sending love from🇵🇭🇵🇭🇵🇭; I did everything but she blocked me I can't live without her😭😭😭; 🙌Thank you ma'am 🙏; is very nice 👍😊; U are the reason I am happy today mam 🥺💜.I love you so much mam . I had gone through infidelity with my ex I didn't know I was not happy.once I let him go today literally I am so happy ❤️ 🙏.I am from India . but I feel I should come to Pakistan and take blessings from you.; 😔😔😔; 👍; You are right our idol  lady ,,I love you so much🙂"
Distance Makes Us Shout | Muniba Mazari,54771,2023-01-28T12:00:09Z,"{'default': {'url': 'https://i.ytimg.com/vi/N0zV4yJHPAM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/N0zV4yJHPAM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/N0zV4yJHPAM/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/N0zV4yJHPAM/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/N0zV4yJHPAM/maxresdefault.jpg', 'width': 1280, 'height': 720}}","Love from Bangladesh ❤️🇧🇩 
Muniba mazari mam we're with U ☺️😊😇🥰; Your speaking is the best Muniba; 🤍; Super mam you are awesome..you open my mind sometime I get mad with my family and  my loved one .I comment you with that distance; WHAT A BRILLIANT STORY MUNIBA JI JUST AWESOME JUST LIKE YOU ❤❤❤🤗🤗👍❤👍👍👍👍❤🤗❤❤🤗👍👍👍🤗🤗❤🤗🤗🤗; GOD BLESS YOU MUNIBA JI YOU ARE SO STRONG 💪💪💪💪💪💪💪💪👍👍👍👍👍👍👍👍🤗🤗🤗🤗❤❤❤❤❤👍❤❤❤❤❤❤; 🤩😍🤗🙏👍; 😍🤩❤👍; یہ ایک خوشگوار قیام ہو سکتا ہے جیسے کہ کوئی شخص کسی اور چیز کو اکٹھا کرنے کے راستے پر گامزن ہو یا ہو سکتا ہے اگر تعلقات کی زندگی کے اہداف تبدیلیوں کی طرف متعین ہوں تو آپ کے تمام سوشل ویڈیوز میں اچھی تحریک اور ایک فاصلے تک لوگوں کی صحت ❤ کے ایک حصے تک ٹھیک ہو رہی ہے۔ ایک دوسرے کے ساتھ اچھے تعلقات آپ کی سماجی صلاحیت کے ذریعے دلیرانہ الفاظ کو شفا بخش اور اچھی چیزوں میں ایک پرکشش سماجی بنا کر زندگی کی بہترین رہائش کی خوشی بہت قریب ہے اور ایک دوسرے کا انتقال ہو گیا ہے ایک بہترین بامعنی سماجی کے لیے ❤❤❤❤❤❤ ایک علم کے الفاظ پھر آپ کے خوبصورت سماجی مواد کے لیے شکر گزار ہوں اور واقعی میں ہر ایک کے لیے فخر محسوس کرنا چاہیے جیسا کہ آپ کی جان بوجھ کر اپنی بہن کے لیے ایک فطری کی عبادت پسند ہے۔; 🙄😬😉🤩😍🦻👍; ❤❤❤❤❤👍🤩😍; Send me your YouTube link; Ur inspiring me thank you so much ma'am always follow ur valuable words.luv u frm India; Agreed thumbs up 👍; I'm Speechless 😍😍😍😍; I love your voice...it's so peaceful ♥️💕🥰😘😍; When I know about you that moment I admired by you mam... you are my inspiration in my life ♥.. Don't die before your death😇💙; ""You're life's telling about into a big venture woman  "" For ❤ an love and kindness  of a man and woman were about of a harm drought conditions but ever is being concluded on a ""best  greatful mening to your narration""  is it that  a life too be long or short let's as to be try on achieved into  that moment are gave into a short notes ( on message ❤❤❤❤❤❤❤❤❤) sister❤; It's really helpful for me.and all of us ,.  Thankyou you very much for this amazing lesson 😊
I don't know, I will shout or not, when I will be angry. But I will try be silent and calm.
 I will remember this lesson.
A lot of thanks to you 🤗😊; Beautiful, thank you dear Muniba🙏🌸🌷🌸"
Bachapan (Childhood)! ♥️ Credits: Ashutosh Rana 🙏🏻 #munibamazari #dailymotivation,30449,2023-01-26T12:00:02Z,"{'default': {'url': 'https://i.ytimg.com/vi/aqbl6Ta-S7o/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/aqbl6Ta-S7o/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/aqbl6Ta-S7o/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/aqbl6Ta-S7o/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/aqbl6Ta-S7o/maxresdefault.jpg', 'width': 1280, 'height': 720}}","It's too meaningful and I feel this 💔❤; It's too meaningful and I feel this 💔❤; Missing my school days so much❤❤❤; Is duniya me mera papa ka shivay koi nehi hai. Jab me bht dukhi ho jati hun na toh aapka hi motivation hi mera shat deta hai. Thank you so much . 🤗🤗; I love my childhood. I wish those days come back 🥹🥹🌸🌺🥀; ❤❤❤❤❤; I met with an accident last month and suffered severe facial injury which made me look very ugly...and neck bone fractured....your vedios are very inspiring.. please keep motivating, inspiring the world; ❤❤❤; Utterly right 💯; Can you please upload a video that guides on how to study hard and effectively?; Wah wah wah emotional seen; ❤❤❤; ❤; Right 👍❤; YEAH... Childhood memories 🥲🥺😔; I don't hve a 💯wrds sister are given to be a big 😍 applause👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏❤❤❤❤❤❤❤❤❤❤❤❤❤❤ into a meaningful wrds sis. Muniba are going to be a make's big stronger in our's life of path; I don't hve an wrds anymore sister!! Are given to be a big grant applause👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏❤❤❤❤❤❤ intoa  meaningful; Madam,aj ap ghamgeen henn.; well said.... I'm from India and I am your fan and I've never regret it... I learned so much from you.... thank you very much; Too good❤❤❤❤
""Khade bhi nhi reh paate"" ....While saying this I can feel ur pain🥺🥺❤️❤️💯💯
May god bless u with the Power to deal with this Life!! ❤❤"
Why I Love What I Do! ♥️ #munibamazari #aspiretoinspire #dailymotivation #dreamaimbelieve #bekind,53195,2023-01-20T12:49:34Z,"{'default': {'url': 'https://i.ytimg.com/vi/SPQKUmkY4CY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/SPQKUmkY4CY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/SPQKUmkY4CY/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/SPQKUmkY4CY/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/SPQKUmkY4CY/maxresdefault.jpg', 'width': 1280, 'height': 720}}","Wow fantastic my lovely sister ❤❤; love you always  attitude❤; Sweatness overloaded May Allah All mighty bless you with his unlimited blessings ameen❤❤❤❤❤❤
Very inspiring; ❤😍🤩; Can you please upload a video that guides on how to study hard and effectively?; Very impressive 👍; God bless you ever where you go at ever time ❤; I'm always full of smiles and fresh hope whenever i come across  you ma❤ since 2017 till date you never cease to bless my soul.... THANK YOU FOR WHAT YOU DO AND STILL DOING...MORE GRACE❤❤❤❤; You are very strong ❤; Oo!! It's an awesome sister always you're going into be a better as an establishment statement ... For sick and love into love by gathered😊😊.. Actually ,we didn't know where do be started on tmro  themselves but you're are love and embarrassing into an ❤each other sister.. That's a ❤ mostly will be are an innumate with us into a ""kindness attractively forever"" All be stable; 😊😊😊❤️❤️❤️❤️; Dear Muniba you are much more Stronger than IRON 👍🏻👍🏻👍🏻 🙏🏻; Hello
Iam a bed person ..in polioo vecine .  you help me...; Because what ever you do you do it great 👍 love you ❣️ ma'am 😚; Ideally❤❤❤; 🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼😭😭😭😭🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼☕🍵☕🍵; Love from Nepal; Aap kinni sweet ho mam 
Kash ap jaise ache log har kisi ki life mein ho mere jaise insano ko ye batana bhot jaruri hai ki ache insan bhi hote hai achiya koi aur bhi karta hai jaise hum hameshaa karte hai par fir bhi life badi kharab hai 
Har moment par life ko jine ki koshish karte hai par agle hi pal life fir kuch esa kar deti hai ki .......; She is really awesome ❣️; Great Lady ❤️"
Be Kind Anyway! ❤️‍🩹 #munibamazari #aspiretoinspire #dailymotivation,38779,2023-01-17T07:00:06Z,"{'default': {'url': 'https://i.ytimg.com/vi/B29GlFKFqxM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/B29GlFKFqxM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/B29GlFKFqxM/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/B29GlFKFqxM/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/B29GlFKFqxM/maxresdefault.jpg', 'width': 1280, 'height': 720}}","Assalam U Alaikum Muniba. 
You are a good speaker, well you are always very motivated and i think you have deep research on life. Isn't this good to have pardah when you come in front of the world. You are very nice and you are the inspiration for all girls in your society. If you would have come with pardah it is possible many girls could have come and made a career and show the world that Islam is not letting girls down and Islam. Don't you think In Aakhirat you will question why you didn't promote pardah. I am sorry if I hurt you or any other sentiments on this platform.; Sister please Urdu main bat kia karain, Shukria; apne aap ko Khush rakho meri baton se dukh hua hai to I m sorry aainda message Nahin karunga thanks Gussa Haram. ha; SO SO SO TRUE MUNIBA JI❤🥰🥰🥰🥰🥰🥰🥰🥰❤❤🥰🥰🥰🥰🥰🥰🥰🥰; YOUR EYES ARE SO BEAUTIFUL MUNIBA JI🥰🥰🥰🥰🥰🥰❤❤❤❤❤❤❤❤❤❤❤❤❤🥰🥰🥰🥰❤❤❤❤❤❤🥰; GOD BLESS YOU MUNIBA JI🥰🥰🥰🥰🥰❤❤❤❤❤❤❤🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰❤❤❤❤❤❤❤❤❤❤; You are amazing.I always motivated only by seeing you; Sorry ❤❤😢; I like your inspirations mam; ❤️🙏👍; ❤❤❤❤❤; Very good 🙂; Can you please upload a video that guides on how to study hard and effectively?; Aapi fir log us kindness k fayida uthane lgty hain 😭😭😭😭😭; apko urdu nahi ati please dakh kar commant zaror karna please please 🙏🙏; 💐💐💐💐💐; Life is an hand off!! But cheritable is a ❤ kind of beg 🙏 ... His people's life and you're really a comprehensive mercy on them on  your half off a life❤❤sister ...; Great❤❤...; I will kind is me I love helping people I like doing things to help we suppose to be kind help each other I won't let them teach me to hate.  Thank you ❤️; Sometimes too tired😥😥"
Practice Empathy With Boundaries!✨ #munibamazari #aspiretoinspire #dailymotivation #empathy,18480,2023-01-14T07:00:06Z,"{'default': {'url': 'https://i.ytimg.com/vi/TvKahnL3_fg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/TvKahnL3_fg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/TvKahnL3_fg/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/TvKahnL3_fg/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/TvKahnL3_fg/maxresdefault.jpg', 'width': 1280, 'height': 720}}","Very good; Can you please upload a video that guides on how to study hard and effectively?; In relationship, empathy and sympathy are important, they  never breaks a special bond.🩷🤍; Life is a line, and tm is a wrds but my muniba❤ sister his in prevalent on a life into an becomes of successfully pride❤❤❤; they belive cute kiss and sweer kiss; Perfectly said..; 🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼; Sometimes you scare me di 😅😅; Jai shree Ram; love you; Thank you muniba mam you are a. angel; Yes ofcourse true 😢🥺; Salam I am Amrullah from Kabul Afghanistan please make video about ban of girls education please.......; I will never give up because of you Muniba Mazari God richly bless you continue inspiring us; ❣️❣️❣️; I love you Muni 🥰; Muniba is the best!! Lots of love and blessings!💝; 🖤🖤🖤🖤; Absolutely correct.; I can't believe ...are u Really stay in this world ???  This my big question"
A gentle reminder! ♥️ #munibamazari #aspiretoinspire #dailymotivation,22473,2023-01-09T07:00:20Z,"{'default': {'url': 'https://i.ytimg.com/vi/m9p6EeceLNc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/m9p6EeceLNc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/m9p6EeceLNc/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/m9p6EeceLNc/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/m9p6EeceLNc/maxresdefault.jpg', 'width': 1280, 'height': 720}}","INSAN JITNA MARJI PRESHAN Ho 
HASTY CHEHRY KO DEKH KR EIK DUM
FRESH Ho JATA H; You are amazing persan ❤❤❤🤞🤞🤞🤞👩‍❤️‍👩; ""You're words through in my life off!! Desi pation into be patience on!!"" Sister from all over into a people's mindset an all those forever; U r the real GEM ❤️; Thank you so...much..😍😘; MUST RESPECTED AND HIGHLY FRESHENER HEART AND THE SO-CALLED *TAO*; Music name please; 🤲; 👏❣️❣️❣️❤️💕💕💕; ❤️; 💞; My favorite ❤️😍; you are blessed. 👍👍❤️❤️❤️❤️; Love from India ♥️💐; Muniba your are such an inspiration ❤ for me 
Highly appreciated ❤❤❤
And plz make a video on how to boost your confidence  plz 
THANKS,; And you're perfectly Perfect ma'am 🥰; Love you so much ❣️; 💯 I like you Mrs Muniba Mazari I pray for you and your entire family may God bless you all; Delighted❤❤❤❤❤; Yes we are and yes it is. 🫶 The more we  embrace and celebrate our imperfections the more perfectly happy we become with ourselves and our lives.💛 💯❤️ this post Muniba.✨"
How to Identify Toxic People? | Muniba Mazari,381333,2023-01-07T11:00:30Z,"{'default': {'url': 'https://i.ytimg.com/vi/WyO4vJ4Mqe0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/WyO4vJ4Mqe0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/WyO4vJ4Mqe0/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/WyO4vJ4Mqe0/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/WyO4vJ4Mqe0/maxresdefault.jpg', 'width': 1280, 'height': 720}}","Thank you all for appreciation. Sending all my love & positive energy to you all! 🙏🏻☺️🌷; I feel very good to hear from you; 💯 You're absolutely right!; Much needed for today ❤; ap Pakistani ho????; Thank you Muniba Mazar for the great motivation 🙏❤; Excellent.... motivation... God bless you dear 🎉; Sahs se hr pristhiti ka samna krne ke liy🎉🎉great salute🎉🎉; Muniba I salute u🎉🎉; Thanks lovely sister ❤❤❤; I never knows  you  speak Hindi haha; What kind of people are called toxic?; ವಿವೇಕ; I've already heard about toxic people, but never knew them. Now, I decided to stay away blocking all of them. 
Thank you so much Muniba Mazari for your such a motivational video 🙏❤️🇳🇵; Correct; I think so too; Yes my dear ❤; Toxic insaan k sth rehkar hum v toxic behave karne lgte h usko sudhaarne k chakkar me islie plz stay away from them 😢; Mam I am very happy to know this. 
You clarification with life experience is very depth. 
I always follow life role and all toxic people blocked in my life; Dangerous empathy that is a thing i learned of .
As of today I should seriously stop feeling for others at the expense of my own well being 💟"
Do you appreciate yourself enough? 🤍 #munibamazari #aspiretoinspire #dailymotivation,28049,2022-12-28T07:00:01Z,"{'default': {'url': 'https://i.ytimg.com/vi/4e8aP8ogvlY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/4e8aP8ogvlY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/4e8aP8ogvlY/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/4e8aP8ogvlY/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/4e8aP8ogvlY/maxresdefault.jpg', 'width': 1280, 'height': 720}}","🤩😍🙏👍; It's easy for you because u r beautiful 🥲; Seriously you are good work Allah bless you and your family ❤️❤️❤️ always be happy ❤️😊; ""Be positiveness from your each an every wrds sister ""; 😭😭😭; U are a beauty of motivation mam.... Tq so much for a grt advice; I am too short. How to gain confidence?; Without loving you self , u cant make anyone happy and beign loved..thanks muniba ..🙏💐💐; You are very beautiful, love you sister; TY muniba; please help me; Mam I ask one doubt how to be shine our life.i try so many paths takes but I can't able to win my life so how to overcome......the failures; Great Advice 💮; True 👍; You are great; Love you mam; I am strong 
I am beautiful' enough to admire myself 
I praise myself every day for what i am 
I am thankful to God that the person like seriously seriously want people to love their self first; Life change talks; Absolutely right; muniba masari
you are good people 💯

from Somalia🇸🇴"
How to stay Focused? #munibamazari #aspiretoinspire #dailymotivation,63594,2022-12-02T10:00:29Z,"{'default': {'url': 'https://i.ytimg.com/vi/xJSfwxX-UHM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/xJSfwxX-UHM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/xJSfwxX-UHM/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/xJSfwxX-UHM/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/xJSfwxX-UHM/maxresdefault.jpg', 'width': 1280, 'height': 720}}","Great telling; 😍🤩👍; you are my motivation😌🤠; Ham NE Jo Bola Jo AP ko pasand Na ho wo nhi karre ge thanks take care God bless you; yar Baat sunno Aggar Del mie shak ha to Aik sal Apne Pas kaam per Rak Lo per chack karro pasand Ah giya Rak Lena na pasand Ahya NacaI dena Baqi AP ke margi thanks take care God bless you; You beautiful❤❤; best; Thank you for inspiring me; ❤❤❤.; Thank you so much Muniba Baji ❤❤😊; Awesome video and This color suits you a lot 💐💐💐; Yesssss. That's the main reason of distraction.; Ramzan Karim mubark mam; Haaah! 🙂😇😊💙💙💙; I deleted Facebook, Instagram.; ❤️❤️❤️ from 🇮🇳🇮🇳🇮🇳; ❤❤❤❤❤you are my favourite ♥; I really appreciate your efforts 👌; ❤️; i am a Indian love you muniba mam ❤️❤️❤️"
Be Present In Your Present! ♥️ #munibamazari #aspiretoinspire #dailymotivation,49291,2022-11-17T07:00:17Z,"{'default': {'url': 'https://i.ytimg.com/vi/wM8XYpw-bRE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/wM8XYpw-bRE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/wM8XYpw-bRE/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/wM8XYpw-bRE/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/wM8XYpw-bRE/maxresdefault.jpg', 'width': 1280, 'height': 720}}","انه الاسلام ديننا الحنيف
فديننا يؤمن بالحاضر
فالمستقبل بيد الله
و الماضي يذكرنا بالاحزان; 🤩😍❤️🙏👍; 😍🤩❤👍; Beautiful word and good strong lady ❤❤; baba ki; ""Life is a dedication but  wrds is too seed, "" and the wrds does share about in your hrts is too purity( carryness , responsibility and symptoms on sign ) sister❤❤😇😇; life is present of this very moment and journey struggling and feeling#; thank you so much for this❤❤; Apki speech Hindi me chahiye 🙏❣️😘; Good message; You are so beautiful not only by face but also from heart....you inspire broken person; 🧚🧚🧚💐🌹🥀🌺🌸🌸🌿💮🏵️🌻🌻☘️☘️🍃🌿🌱🌾🌾🍄🍄🍁🍂🌼🍀🪴🌵🪴🍀🌵🌳🪵🌲🌲🌳⚓🍒🍒🍎🍎🍎🍎🍓🌹🌹🌹🥀🌹🥀🌹🥀🥀🥀; We cannot live in past and future... Because it is not possible; Hare Krishna 🙏; Life is Bron and Death; Such a positive words Mam ❤ stay blessed 😊; You're amazing Mam ❤
I'm  your biggest fan from heart nd mind Mam ❤
True  Line Live Present in our life 🤗; True sister; Excellent
""What is life?
To think about now spend all for the happiness of the present people around you, in future you may have to live alone with your assets but may never alone if you care about the people around you and never say nothing when you are with empty pocket give them hope say please wait, something is coming....Give something or give Hope "" Naseer Ahmad; ❤❤❤❤❤❤ we should conduct now think youuuuuuuuu😊😊😊😊😊😊😊"
Ask Muniba Mazari!,62119,2022-11-12T12:00:21Z,"{'default': {'url': 'https://i.ytimg.com/vi/H4zw_TatZuE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/H4zw_TatZuE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/H4zw_TatZuE/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/H4zw_TatZuE/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/H4zw_TatZuE/maxresdefault.jpg', 'width': 1280, 'height': 720}}","Thank you my beautiful YouTube family for all your love, appreciation & support! What I do is all because of you! ♥️🙏🏻✨😊; 😍🤩🙏👍; Kiya bollo jab Ap English bolty hie to Koch samaj nhi Ahty thanks; I am big fan UNO WOMEN SALUTE YOU; A pure ,wise soul you are!❤I am from India!Each and every words are so inspiring! GOD  bless 🙌 you!; A great soul you are!❤Regards!; Good evening my dearest madam, 

Your precious words are still remaining in my mind...

Thank you very much & may God bless you forever...

Yours, 
Heartiest Sister, ♥️🌹
- Hilma Haris - 

Until then, 
Take care 😊

From : Sri Lanka 🇱🇰; 🤩😍🤗🙏👍; 10:22-10:50 👏👏👏👏👏👏👏👏👏👏👏👏👍👍👍👍👍💪💪💪💪💪🐯🐯🐯🐯🐯👏👏👏👏❤❤; 9:32-10:20 SO TRUE MUNIBA JI👏👏👏👏👏👏👏👏👏👏👏❤❤; 7:30-9:30 👏👏👏👏👏👏👏👏👏👏👏🤗🤗🤗👏👏👏🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗❤❤❤❤❤❤❤; 5:36-6:02 WOWWWWWW!!!!!!! ❤❤; 4:44-5:34 👏👏👏👏👏👏🤗🤗🤗🤗🤗🤗🤗🤗❤❤❤; 3:56-4:42 🙂🙂🙂🙂🙂👏👏👏👏👏👏👏👏👏👏❤❤; 2:12-3:50 SO TRUE MUNIBA JI🙂🙂🙂👏👏👏❤; Can you please make a video about women's impairment; 😍🤩👍; 😍🤩💖🙏👍; 🤩😍👍🙏; Well said lesson for us appreciable"
Standing Tall Everyday! ♥️ #MunibaMazari #AspiretoInspire #DailyMotivation,39831,2022-10-14T12:00:13Z,"{'default': {'url': 'https://i.ytimg.com/vi/MgDjBIE6-FY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/MgDjBIE6-FY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/MgDjBIE6-FY/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/MgDjBIE6-FY/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/MgDjBIE6-FY/maxresdefault.jpg', 'width': 1280, 'height': 720}}","I really hope so ,You will walk Soon , I am from India bt still you are my inspiration ❤ we love you; Ya rabb.  Give her a chance to walked perfectly. She is very much inspiration to me.. And I have a chance to visit Pakistan  I really wanna meet miniba Mesari yarabbb🙏; Hope you walk as soon as possible; Love from India ❤ God bless youuu❤; Hope mam u will run on your feet ,I will pray from god; Hope u walk as soon as possible. From bottom of my heart i truely mean it. Rarerly we get to see such true souls. 
May God give u everything u deserve
❤❤❤❤❤❤; I am so so hapi sister may Allah help make ur journey easier ur sucha a inspiration mashallah this brought tears of joys in my eyes Ameen xx; My God bless you from India; Good luck; Inshallah you will walk; I also hope that you will walk soon . And one-day I mt with u it's my dream . 🇮🇳🇮🇳🇮🇳; I love you sister; My dear Mibuna Mazari. I hope you will  get up and walk soon. so i pray  you quickly very well.; Wow God blessing to you darling ❤️ 🙏; Love you 🙏🙏🙏🙏🙏💗💗☃️🎄; 🙏; Oh god take care sister carefull we love u and supporting u very much.; U will definitely get up and walk soon 🙂 lots of love and blessings to you ♥️🙌; U can do it 
One day I will see you walk 
I’m wait for that day it’s very soon; waheguru ji tuahde te mehr bakshan te tusi jaldi chln lag jao"
My Message to the Haters! | Muniba Mazari,113496,2022-09-24T12:00:11Z,"{'default': {'url': 'https://i.ytimg.com/vi/NOd0JOf4fdU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/NOd0JOf4fdU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/NOd0JOf4fdU/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/NOd0JOf4fdU/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/NOd0JOf4fdU/maxresdefault.jpg', 'width': 1280, 'height': 720}}","Muniba my mobile hack Google manager all to all systems control Google manager; Good Advice; Yes my dear ❤; 9:18 i can relate; 9:29 i can relate; And No Worries..😍🤩😊😉🙏👍; Very very inspiring... Really boost up... Excellent your speech...; Great; Wahhh well said mam👏👏 👏; My subject to you my dear joy; Thanks ma'am for motivation ❤love u; ❤u r right Dede ❤; My message to the haters; ❤❤❤❤❤❤🎉🎉🎉; Yes its True my Love but lots of people never know/knew so what happen to them they stop and turn into bad situation instead to accept sometimes and handle it.🤔😉👍; Very nice and good talk; Your words are very touching... and inspiring; Mam aap aik video bna daein jis mein aap impact btaein jab log apnae thoughts hum pae impose karte hein; Hmmmm like this nice WE dont have gap hmmmmmm😶👍💞💝🌈🙏; For U 😥⚘️⚘️⚘️⚘️⚘️⚘️ the more Insecure people are...& there R many in my culture....the more anger disrupts them from cultivating compassion
 ✨️✨️✨️🙏🏿🙏🏿🙏🏿🙏🏿"
